"","Comp","Player","Pos","Age","Squad","xG_Expected","Mins_Per_90","shg.player","psg.player","dfg.player","drg.player","stm.player","kpr","tot.player"
"272","Premier League","Paul Pogba","MF","28-330","Manchester Utd",1.6,7,54,65,54,57,69,64,83
"273","Premier League","Phil Foden","FW","21-256","Manchester City",5.3,12.2,57,56,51,54,66,64,83
"274","Premier League","Raheem Sterling","FW","27-062","Manchester City",7.6,13.8,58,54,51,55,63,64,83
"275","Premier League","Reiss Nelson","FW","22-060","Arsenal",0,0.2,55,57,59,50,78,64,83
"276","Premier League","Romain Saïss","DF","31-319","Wolves",2.1,18.4,52,57,60,50,63,64,83
"277","Premier League","Rúben Dias","DF","24-270","Manchester City",1.4,19.7,51,57,55,50,64,64,83
"278","Premier League","Sadio Mané","FW","29-304","Liverpool",10.3,19,59,54,51,54,63,64,83
"279","Premier League","Sam Byram","DF","28-145","Norwich City",0.3,1.7,51,55,61,50,68,64,83
"280","Premier League","Sergi Canós","DF","25-006","Brentford",2.5,18.3,53,54,54,53,65,64,83
"281","Premier League","Son Heung-min","FW","29-215","Tottenham",6.9,16.5,58,53,51,55,62,64,83
"282","Premier League","Steven Bergwijn","FW","24-123","Tottenham",1.9,4.6,58,53,53,54,61,64,83
"283","Premier League","Stuart Dallas","DF","30-295","Leeds United",1.5,20.9,52,55,56,51,65,64,83
"284","Premier League","Thiago Alcántara","MF","30-303","Liverpool",1.5,7.5,54,66,53,51,70,64,83
"285","Premier League","Thiago Silva","DF","37-139","Chelsea",0.7,18.3,52,57,58,51,64,64,83
"286","Premier League","Trevoh Chalobah","DF","22-218","Chelsea",0.6,10.1,52,57,58,52,65,64,83
"287","Premier League","Virgil van Dijk","DF","30-215","Liverpool",1.6,20,52,56,57,50,62,64,83
"288","Premier League","Wayne Hennessey","GK","35-015","Burnley",0,2,50,52,50,50,56,79,83
"289","Premier League","Willy Caballero","GK","40-133","Southampton",0,2,50,50,51,50,54,80,83
"290","La Liga","Álex Moreno","DF","28-245","Betis",1.8,15.8,53,54,56,52,65,64,83
"291","La Liga","Álex Remiro","GK","26-321","Real Sociedad",0,19,50,50,50,50,54,79,83
"292","La Liga","Alfonso Pedraza","DF","25-305","Villarreal",0.6,10,52,55,55,54,65,64,83
"293","La Liga","Ángel Correa","FW","26-336","Atlético Madrid",4.2,13.8,57,54,51,53,65,64,83
"294","La Liga","Arnaut Groeneveld","FW","25-008","Villarreal",6,9.1,61,52,50,54,58,64,83
"295","La Liga","Bebé","FW","31-211","Rayo Vallecano",0.6,4,57,56,53,60,63,64,83
"296","La Liga","Borja Iglesias","FW","29-022","Betis",5.9,8.2,61,52,51,53,59,64,83
"297","La Liga","Claudio Bravo","GK","38-301","Betis",0,9,50,51,50,50,54,78,83
"298","La Liga","Clément Lenglet","DF","26-236","Barcelona",0,5,50,59,55,50,68,64,83
"299","La Liga","Damián Suárez","DF","33-287","Getafe",0.5,19.3,51,57,54,51,67,64,83
"300","La Liga","Dominik Greif","GK","24-308","Mallorca",0,1,50,50,50,50,54,79,83
"301","La Liga","Éder Militão","DF","24-021","Real Madrid",2,22,52,55,57,51,63,64,83
"302","La Liga","Édgar Badía","GK","29-361","Elche",0,11,50,50,50,50,55,80,83
"303","La Liga","Eric García","DF","21-030","Barcelona",0.1,13.8,50,60,54,50,65,64,83
"304","La Liga","Érik Lamela","FW","29-341","Sevilla",1.8,6.7,57,55,51,53,67,64,83
"305","La Liga","Gerard Piqué","DF","35-006","Barcelona",1.8,16.4,52,56,58,50,63,64,83
"306","La Liga","Hugo Mallo","DF","30-231","Celta Vigo",0.6,15.3,51,56,56,51,66,64,83
"307","La Liga","Iñigo Martínez","DF","30-267","Athletic Club",1.4,17.9,53,54,58,50,60,64,83
"308","La Liga","Jesús Vallejo","DF","25-034","Real Madrid",0,0.1,50,50,73,50,76,64,83
"309","La Liga","João Félix","FW","22-090","Atlético Madrid",1.9,7.5,56,56,52,54,59,64,83
"310","La Liga","José Ángel","DF","32-156","Osasuna",0.2,7.3,52,59,55,53,64,64,83
"311","La Liga","Juan Pérez","GK","25-208","Osasuna",0,1,50,50,50,50,54,80,83
"312","La Liga","Juanmi","FW","28-264","Betis",7.3,14.2,60,52,51,54,63,64,83
"313","La Liga","Julen Lobete","FW","21-143","Real Sociedad",1.5,3.1,59,51,50,53,66,64,83
"314","La Liga","Kieran Trippier","DF","31-142","Atlético Madrid",0.1,10.8,50,59,53,51,66,64,83
"315","La Liga","Kiko Casilla","GK","35-129","Elche",0,12,50,50,50,50,55,79,83
"316","La Liga","Lucas Vázquez","DF","30-222","Real Madrid",0.9,11.6,52,57,54,53,69,64,83
"317","La Liga","Luka Jovic","FW","24-047","Real Madrid",1.5,3.1,58,54,52,56,59,64,83
"318","La Liga","Marco Asensio","FW","26-018","Real Madrid",5,11,60,54,52,52,62,64,83
"319","La Liga","Marcos Acuña","DF","30-103","Sevilla",1.3,15.6,52,58,53,55,66,64,83
"320","La Liga","Mario Hermoso","DF","26-235","Atlético Madrid",1.6,18.3,52,56,54,51,63,64,83
"321","La Liga","Martin Braithwaite","FW","30-248","Barcelona",1,2.5,59,54,52,53,59,64,83
"322","La Liga","Martín Montoya","DF","30-300","Betis",0.4,5.8,52,55,56,50,66,64,83
"323","La Liga","Matheus Cunha","FW","22-257","Atlético Madrid",2.9,5.7,60,53,52,51,64,64,83
"324","La Liga","Memphis Depay","FW","27-360","Barcelona",8.1,15.3,59,55,50,54,62,64,83
"325","La Liga","Nicolas Jackson","FW","20-233","Villarreal",0.6,0.7,60,51,51,55,69,64,83
"326","La Liga","Óscar Rodríguez Arnaiz","FW","23-225","Getafe",0.4,1.3,57,54,54,56,65,64,83
"327","La Liga","Ousmane Dembélé","FW","24-269","Barcelona",0.5,4.4,55,57,51,57,64,64,83
"328","La Liga","Oussama Idrissi","FW","25-347","Sevilla",0.1,1.4,55,53,55,64,64,64,83
"329","La Liga","Pau Torres","DF","25-023","Villarreal",2.1,20,52,57,56,53,62,64,83
"330","La Liga","Radamel Falcao","FW","35-363","Rayo Vallecano",2.7,6.1,61,51,52,51,61,64,83
"331","La Liga","Raúl de Tomás","FW","27-114","Espanyol",10.7,20.5,60,53,52,54,58,64,83
"332","La Liga","Rubén Alcaraz","MF","30-283","Cádiz",0.3,1.3,59,62,55,50,70,64,83
"333","La Liga","Ruben Lendinez","DF","18-331","Valencia",0,0.5,52,54,60,50,64,64,83
"334","La Liga","Rui Silva","GK","28-001","Betis",0,14,50,50,50,50,54,79,83
"335","La Liga","Santiago Arias","DF","30-026","Granada",0.6,3.6,53,54,54,51,65,64,83
"336","La Liga","Saúl Ñíguez","DF","27-079","Atlético Madrid",0.4,2.2,53,54,53,51,68,64,83
"337","La Liga","Serge Aurier","DF","29-046","Villarreal",0.3,4,52,59,54,51,65,64,83
"338","La Liga","Sergio Agüero","FW","33-251","Barcelona",1.1,1.7,60,52,50,51,59,64,83
"339","La Liga","Šime Vrsaljko","DF","30-029","Atlético Madrid",0.8,3.8,53,56,57,51,65,64,83
"340","La Liga","Stole Dimitrievski","GK","28-045","Rayo Vallecano",0,18.8,50,50,50,50,54,78,83
"341","La Liga","Toni Kroos","MF","32-035","Real Madrid",1.7,14.9,54,66,52,51,70,64,83
"342","La Liga","Unai Dufur","DF","23-038","Osasuna",0,1,51,57,58,50,61,64,83
"343","Bundesliga","Alassane Pléa","FW","28-335","M'Gladbach",4,11.8,57,56,51,53,63,64,83
"344","Bundesliga","Alexander Hack","DF","28-153","Mainz 05",0.5,13.5,52,54,60,51,63,64,83
"345","Bundesliga","Alfreð Finnbogason","FW","33-007","Augsburg",0.4,1.6,57,55,52,55,63,64,83
"346","Bundesliga","Alphonso Davies","DF","21-098","Bayern Munich",1.6,14.1,52,57,53,59,67,64,83
"347","Bundesliga","Amine Adli","FW","21-274","Leverkusen",2.3,9.9,56,55,52,55,66,64,83
"348","Bundesliga","Andreas Voglsammer","FW","30-030","Union Berlin",2,6.1,58,53,51,53,64,64,83
"349","Bundesliga","Anthony Modeste","FW","33-300","Köln",11.7,18.7,62,51,52,51,59,64,83
"350","Bundesliga","Benjamin Henrichs","DF","24-350","RB Leipzig",0.8,6.1,52,58,55,52,66,64,83
"351","Bundesliga","Benjamin Hübner","DF","32-219","Hoffenheim",0,1.4,51,60,55,52,68,64,83
"352","Bundesliga","Benjamin Pavard","DF","25-317","Bayern Munich",0.4,12.5,51,59,56,50,67,64,83
"353","Bundesliga","Benno Schmitz","DF","27-083","Köln",0.3,18.7,51,59,55,51,66,64,83
"354","Bundesliga","Chris Richards","DF","21-317","Hoffenheim",1.3,12.5,52,54,59,50,65,64,83
"355","Bundesliga","Christopher Lenz","DF","27-139","Eint Frankfurt",0,4.9,50,58,60,50,68,64,83
"356","Bundesliga","Christopher Nkunku","FW","24-086","RB Leipzig",8.6,19.5,58,56,52,56,64,64,83
"357","Bundesliga","Corentin Tolisso","MF","27-189","Bayern Munich",1.2,6.4,55,65,53,50,70,64,83
"358","Bundesliga","Daley Sinkgraven","DF","26-219","Leverkusen",0.3,2.6,51,58,53,53,63,64,83
"359","Bundesliga","Dan-Axel Zagadou","DF","22-250","Dortmund",0.3,3.7,51,56,57,52,68,64,83
"360","Bundesliga","Danny Blum","FW","31-032","Bochum",0.8,2.5,59,56,53,52,64,64,83
"361","Bundesliga","David Raum","DF","23-292","Hoffenheim",1.1,18.7,52,57,54,53,66,64,83
"362","Bundesliga","Dayot Upamecano","DF","23-104","Bayern Munich",0.5,14.1,51,60,57,51,69,64,83
"363","Bundesliga","Felix Passlack","DF","23-255","Dortmund",0,2.2,50,58,53,51,70,64,83
"364","Bundesliga","Florian Grillitsch","DF","26-185","Hoffenheim",0.4,11.6,51,58,57,51,65,64,83
"365","Bundesliga","Frederik Winther","DF","21-035","Augsburg",0,2,50,58,59,50,64,64,83
"366","Bundesliga","Georginio Rutter","FW","19-294","Hoffenheim",4.7,11,58,53,51,55,64,64,83
"367","Bundesliga","Guilherme Ramos","DF","24-181","Arminia",0.1,1.7,53,54,63,51,62,64,83
"368","Bundesliga","Håvard Nordtveit","FW","31-232","Hoffenheim",0,0.8,50,65,60,50,66,64,83
"369","Bundesliga","Hiroki Ito","DF","22-272","Stuttgart",0.5,14.9,51,57,59,50,66,64,83
"370","Bundesliga","Jerry St. Juste","DF","25-112","Mainz 05",0.9,6.7,53,54,59,50,62,64,83
"371","Bundesliga","Joseph Scally","DF","19-039","M'Gladbach",1,16.8,52,55,54,53,66,64,83
"372","Bundesliga","Josip Stanišic","DF","21-312","Bayern Munich",0.3,4.5,51,55,56,52,69,64,83
"373","Bundesliga","Joško Gvardiol","DF","20-016","RB Leipzig",2.3,18.8,52,59,57,52,67,64,83
"374","Bundesliga","Julian Ryerson","DF","24-083","Union Berlin",1.5,8.6,54,54,53,52,63,64,83
"375","Bundesliga","Jürgen Locadia","FW","28-093","Bochum",0.6,1.7,59,55,52,53,65,64,83
"376","Bundesliga","Karim Bellarabi","FW","31-306","Leverkusen",1.6,6,58,55,52,55,64,64,83
"377","Bundesliga","Kevin Akpoguma","DF","26-295","Hoffenheim",1.2,11.6,53,56,53,52,66,64,83
"378","Bundesliga","Kevin Mbabu","DF","26-295","Wolfsburg",0.4,10.7,51,57,56,58,67,64,83
"379","Bundesliga","Kingsley Ehizibue","DF","26-259","Köln",0.2,3.4,51,57,59,55,71,64,83
"380","Bundesliga","Kingsley Schindler","DF","28-211","Köln",0.4,2.4,52,60,57,50,64,64,83
"381","Bundesliga","Konstantinos Mavropanos","DF","24-059","Stuttgart",1.2,17.4,52,56,60,51,64,64,83
"382","Bundesliga","Lucas Hernández","DF","25-359","Bayern Munich",0,14.2,50,60,55,52,67,64,83
"383","Bundesliga","Lukas Nmecha","FW","23-056","Wolfsburg",6.1,10.5,60,52,52,53,63,64,83
"384","Bundesliga","Manuel Akanji","DF","26-204","Dortmund",1.2,16.4,51,57,56,50,65,64,83
"385","Bundesliga","Marcel Sabitzer","MF","27-328","RB Leipzig",0,0.5,54,65,59,55,68,64,83
"386","Bundesliga","Marcus Ingvartsen","FW","26-035","Mainz 05",1.2,3.7,58,53,52,51,65,64,83
"387","Bundesliga","Mark Flekken","GK","28-240","Freiburg",0,19,50,51,50,50,55,80,83
"388","Bundesliga","Mark Uth","FW","30-168","Köln",3.9,12,57,55,52,53,68,64,83
"389","Bundesliga","Marvin Schwäbe","GK","26-289","Köln",0,9,50,50,50,50,56,79,83
"390","Bundesliga","Matthias Ginter","DF","28-020","M'Gladbach",1.5,17.6,52,57,57,51,64,64,83
"391","Bundesliga","Max Kruse","FW","33-326","Union Berlin",4.9,14.1,56,56,51,53,61,64,83
"392","Bundesliga","Michael Gregoritsch","FW","27-296","Augsburg",2.1,6.9,58,53,53,51,66,64,83
"393","Bundesliga","Moussa Diaby","FW","22-216","Leverkusen",4.9,17.9,56,56,51,54,60,64,83
"394","Bundesliga","Moussa Niakhate","DF","25-337","Mainz 05",1.7,15.5,51,56,58,51,64,64,83
"395","Bundesliga","Nianzou Kouassi","DF","19-246","Bayern Munich",0,2,50,59,59,51,70,64,83
"396","Bundesliga","Nico Schlotterbeck","DF","22-069","Freiburg",2.1,18.2,53,56,59,52,63,64,83
"397","Bundesliga","Niklas Süle","DF","26-158","Bayern Munich",1,14.7,51,58,56,51,65,64,83
"398","Bundesliga","Niko Gießelmann","DF","30-135","Union Berlin",2.3,16.8,53,56,53,51,63,64,83
"399","Bundesliga","Nordi Mukiele","DF","24-099","RB Leipzig",1.1,12.4,52,56,57,52,67,64,83
"400","Bundesliga","Omar Marmoush","FW","23-001","Wolfsburg",0.1,0.3,55,60,52,50,66,64,83
"401","Bundesliga","Omar Richards","DF","23-358","Bayern Munich",0.2,3,51,56,54,57,69,64,83
"402","Bundesliga","Ömer Faruk Beyaz","FW","18-163","Stuttgart",0.2,0.8,56,54,54,56,76,64,83
"403","Bundesliga","Pascal Stenzel","DF","25-325","Stuttgart",0.1,2.6,52,54,57,51,69,64,83
"404","Bundesliga","Patrick Wimmer","FW","20-254","Arminia",2.9,12.5,56,56,54,58,68,64,83
"405","Bundesliga","Paulo Otávio","DF","27-077","Wolfsburg",0.4,4,51,56,52,54,70,64,83
"406","Bundesliga","Pavao Pervan","GK","34-087","Wolfsburg",0,2,50,50,50,50,53,79,83
"407","Bundesliga","Rafael Czichos","DF","31-270","Köln",0.2,15.6,50,57,59,50,65,64,83
"408","Bundesliga","Ragnar Ache","FW","23-195","Eint Frankfurt",0.4,1.4,58,53,52,56,72,64,83
"409","Bundesliga","Ramy Bensebaini","DF","26-298","M'Gladbach",2,11.5,53,56,59,52,64,64,83
"410","Bundesliga","Sebastian Griesbeck","MF","31-128","Union Berlin",0,0.1,50,64,78,50,73,64,83
"411","Bundesliga","Stefan Lainer","DF","29-165","M'Gladbach",0.3,6.7,52,57,55,51,66,64,83
"412","Bundesliga","Stevan Jovetic","FW","32-098","Hertha BSC",2.6,7.3,59,55,51,55,61,64,83
"413","Bundesliga","Sven Ulreich","GK","33-189","Bayern Munich",0,1,50,50,50,50,56,80,83
"414","Bundesliga","Taiwo Awoniyi","FW","24-180","Union Berlin",8.3,14,60,52,52,54,61,64,83
"415","Bundesliga","Thomas Meunier","DF","30-149","Dortmund",1.3,15.6,52,58,54,52,65,64,83
"416","Bundesliga","Tiago Tomás","MF","19-237","Stuttgart",0,0.1,50,64,66,74,68,64,83
"417","Bundesliga","Timo Hübers","DF","25-203","Köln",0.7,8.4,52,54,62,52,66,64,83
"418","Bundesliga","Tuta","DF","22-219","Eint Frankfurt",0.8,12.6,52,54,57,51,66,64,83
"419","Bundesliga","Wahidullah Faghir","FW","18-194","Stuttgart",0.4,1.4,59,53,52,56,65,64,83
"420","Bundesliga","Waldemar Anton","DF","25-203","Stuttgart",1.3,17.8,52,55,59,52,65,64,83
"421","Bundesliga","Willi Orban","DF","29-097","RB Leipzig",2.3,16.4,52,55,59,50,63,64,83
"422","Ligue 1","Achraf Hakimi","DF","23-096","Paris S-G",1,16.8,52,56,53,53,67,64,83
"423","Ligue 1","Alexander Djiku","DF","27-183","Strasbourg",1.5,16,51,56,59,50,63,64,83
"424","Ligue 1","Alfred Gomis","GK","28-156","Rennes",0,18,50,50,50,50,54,78,83
"425","Ligue 1","Amine Gouiri","FW","21-357","Nice",10.7,19.7,58,54,51,55,62,64,83
"426","Ligue 1","Andrei Girotto","DF","29-356","Nantes",1.7,22.4,53,53,57,51,66,64,83
"427","Ligue 1","Andy Delort","FW","30-122","Montpellier",1.4,3,61,53,52,50,60,64,83
"428","Ligue 1","Andy Delort","FW","30-122","Nice",6.9,13.8,59,53,51,52,60,64,83
"429","Ligue 1","Ángel Di María","FW","33-359","Paris S-G",3.4,12.5,56,59,51,55,66,64,83
"430","Ligue 1","Anthony Caci","DF","24-222","Strasbourg",0.6,17,51,59,55,52,65,64,83
"431","Ligue 1","Arkadiusz Milik","FW","27-345","Marseille",4.4,8.8,59,52,51,50,62,64,83
"432","Ligue 1","Bamba Dieng","FW","21-322","Marseille",4.2,5.9,61,50,52,51,60,64,83
"433","Ligue 1","Banzouzi Locko","DF","19-278","Reims",0.1,5.5,52,56,52,52,65,64,83
"434","Ligue 1","Benoît Badiashile","DF","20-319","Monaco",0.4,8.6,51,59,58,51,66,64,83
"435","Ligue 1","Castello Lukeba","DF","19-053","Lyon",0.7,9.5,51,56,57,51,65,64,83
"436","Ligue 1","Damien Da Silva","DF","33-267","Lyon",0.4,7.2,51,56,59,50,65,64,83
"437","Ligue 1","Danijel Petkovic","GK","28-259","Angers",0,10,50,50,50,50,54,79,83
"438","Ligue 1","Denis Bouanga","FW","27-089","Saint-Étienne",4.5,13.4,57,53,53,58,67,64,83
"439","Ligue 1","Dimitri Liénard","DF","33-360","Strasbourg",1,13.3,52,57,53,51,66,64,83
"440","Ligue 1","Dimitri Payet","FW","34-316","Marseille",5.6,19.3,56,59,51,53,62,64,83
"441","Ligue 1","Dion Moise Sahi","FW","20-050","Strasbourg",0.8,1.1,60,55,50,50,63,64,83
"442","Ligue 1","Djibril Sidibé","DF","29-194","Monaco",0.1,8.2,51,57,55,51,66,64,83
"443","Ligue 1","Evann Guessand","FW","20-222","Nice",0.9,2.1,57,53,51,58,62,64,83
"444","Ligue 1","Facundo Medina","DF","22-256","Lens",1.1,18,51,59,55,51,67,64,83
"445","Ligue 1","Florian Sotoca","FW","31-106","Lens",5.5,14.6,56,56,52,52,64,64,83
"446","Ligue 1","Gabriel Gudmundsson","DF","22-285","Lille",1.1,5.3,53,54,53,53,66,64,83
"447","Ligue 1","Gaëtan Laborde","FW","27-281","Montpellier",1.8,3.8,60,52,54,52,61,64,83
"448","Ligue 1","Gaëtan Laborde","FW","27-281","Rennes",10.6,18.4,60,53,52,51,62,64,83
"449","Ligue 1","Habib Diallo","FW","26-235","Strasbourg",6.3,11.1,59,52,52,54,61,64,83
"450","Ligue 1","Hamari Traoré","DF","30-012","Rennes",1,17.3,52,58,55,51,64,64,83
"451","Ligue 1","Hatem Ben Arfa","FW","34-338","Lille",0.4,0.9,55,57,52,58,63,64,83
"452","Ligue 1","Hugo Ekitike","FW","19-233","Reims",5.8,11.6,59,52,53,55,64,64,83
"453","Ligue 1","Jean-Clair Todibo","DF","22-040","Nice",2.2,20.7,52,56,57,50,64,64,83
"454","Ligue 1","Jonathan Clauss","DF","29-136","Lens",1.4,20.5,52,57,55,52,64,64,83
"455","Ligue 1","Jonathan David","FW","22-025","Lille",9.9,19.2,58,53,51,52,63,64,83
"456","Ligue 1","Ludovic Blas","FW","24-039","Nantes",6.8,20.2,57,54,52,54,63,64,83
"457","Ligue 1","M'Baye Niang","FW","27-051","Bordeaux",1.2,2.7,59,52,51,52,62,64,83
"458","Ligue 1","Marcelo","DF","34-264","Lyon",0.1,2,51,55,61,50,66,64,83
"459","Ligue 1","Marquinhos","DF","27-270","Paris S-G",2.2,18,52,56,56,51,65,64,83
"460","Ligue 1","Martin Terrier","FW","24-341","Rennes",7.4,17.1,59,54,51,53,64,64,83
"461","Ligue 1","Mathias Pereira Lage","DF","25-070","Angers",0.4,4.4,54,55,57,53,69,64,83
"462","Ligue 1","Melvin Bard","DF","21-094","Nice",0.7,16.8,51,57,56,52,65,64,83
"463","Ligue 1","Mohamed Bayo","FW","23-249","Clermont Foot",8.2,15.5,58,53,51,53,59,64,83
"464","Ligue 1","Moussa Dembélé","FW","25-211","Lyon",7.3,11.8,59,52,52,52,60,64,83
"465","Ligue 1","Nayef Aguerd","DF","25-315","Rennes",1.4,18.9,52,55,58,50,63,64,83
"466","Ligue 1","Nordine Kandil","MF","20-100","Strasbourg",0.1,0.9,52,67,55,54,69,64,83
"467","Ligue 1","Ouparine Djoco","GK","23-292","Clermont Foot",0,10,50,50,50,50,54,78,83
"468","Ligue 1","Pau López","GK","27-057","Marseille",0,19,50,50,50,50,56,80,83
"469","Ligue 1","Presnel Kimpembe","DF","26-179","Paris S-G",0.7,16.8,51,57,56,51,65,64,83
"470","Ligue 1","Przemyslaw Frankowski","DF","26-302","Lens",2,19,53,55,54,52,66,64,83
"471","Ligue 1","Quentin Merlin","DF","19-268","Nantes",0.1,9.5,50,58,54,52,67,64,83
"472","Ligue 1","Romain Faivre","FW","23-209","Lyon",0,0.5,52,56,55,70,69,64,83
"473","Ligue 1","Ruben Aguilar","DF","28-288","Monaco",0.1,14.8,50,58,57,51,69,64,83
"474","Ligue 1","Samuel Kalu","FW","24-166","Bordeaux",0.8,3.6,58,56,51,59,62,64,83
"475","Ligue 1","Sehrou Guirassy","FW","25-333","Rennes",3.2,6.4,59,51,51,53,60,64,83
"476","Ligue 1","Sofiane Alakouch","DF","23-194","Metz",0,1.8,51,54,56,53,73,64,83
"477","Ligue 1","Sofiane Boufal","FW","28-144","Angers",5.5,17,56,55,51,59,65,64,83
"478","Ligue 1","Strahinja Pavlovic","DF","20-260","Monaco",0.5,5,52,56,59,51,69,64,83
"479","Ligue 1","Suk Hyun-jun","FW","30-224","Troyes",0.4,1.7,57,54,52,56,63,64,83
"480","Ligue 1","Tanguy Ndombele","MF","25-042","Lyon",0,0.5,50,68,58,60,70,64,83
"481","Ligue 1","Tino Kadewere","FW","26-034","Lyon",1.3,2,60,51,53,55,67,64,83
"482","Ligue 1","Walter Benítez","GK","28-326","Nice",0,22,50,50,50,50,54,79,83
"483","Ligue 1","William Saliba","DF","20-321","Marseille",1.2,22,51,57,55,52,66,64,83
"484","Ligue 1","Wissam Ben Yedder","FW","31-180","Monaco",9.4,15.2,59,53,51,53,62,64,83
"485","Ligue 1","Youcef Atal","DF","25-267","Nice",0.9,11,53,55,55,53,65,64,83
"486","Serie A","<U+0218>tefan Radu","DF","35-109","Lazio",0.1,3.5,51,55,54,51,61,64,82
"487","Serie A","Aaron Hickey","DF","19-243","Bologna",0.6,17.9,53,52,53,53,63,64,82
"488","Serie A","Adam Marušic","DF","29-114","Lazio",0,17.9,50,54,55,51,62,64,82
"489","Serie A","Adama Soumaoro","DF","29-235","Bologna",0.8,13.3,51,53,56,51,60,64,82
"490","Serie A","Ainsley Maitland-Niles","DF","24-163","Roma",0.4,3.3,51,54,56,52,66,64,82
"491","Serie A","Aleksa Terzic","DF","22-175","Fiorentina",0,2.2,50,56,56,51,68,64,82
"492","Serie A","Alessandro Bastoni","DF","22-301","Inter",0.3,18.4,51,56,55,51,65,64,82
"493","Serie A","Alessandro Buongiorno","DF","22-247","Torino",0.5,9,51,54,56,50,63,64,82
"494","Serie A","Alessandro Florenzi","FW","30-334","Milan",0.5,10,53,56,55,51,66,64,82
"495","Serie A","Alessio Romagnoli","DF","27-027","Milan",0.5,12.5,51,56,56,50,63,64,82
"496","Serie A","Alex Ferrari","DF","27-222","Sampdoria",0,7.8,50,53,60,51,64,64,82
"497","Serie A","Alex Sandro","DF","31-013","Juventus",0.7,13.9,51,56,54,51,63,64,82
"498","Serie A","Alexis Saelemaekers","FW","22-226","Milan",1.5,15.5,53,55,52,56,67,64,82
"499","Serie A","Álvaro Morata","FW","29-108","Juventus",4.6,16.8,56,53,52,52,63,64,82
"500","Serie A","Álvaro Odriozola","DF","26-056","Fiorentina",0.5,13.7,51,53,54,52,65,64,82
"501","Serie A","Amir Rrahmani","DF","27-349","Napoli",2.2,20.5,52,54,55,50,62,64,82
"502","Serie A","Andrea Belotti","FW","28-050","Torino",1.2,5.3,56,52,52,52,60,64,82
